design_id,animals,traits,animal_count,trait_count,empty_mass_kg,payload_mass_kg,rotor_count,max_twr,burst_power_factor,burst_duration_s,unsteady_lift_gain,energy_system_type,energy_system_description,energy_density_class,power_class,tech_maturity_class,energy_system_extra_failure_risk,battery_mass_kg,battery_spec_energy_Wh_per_kg,battery_energy_Wh,battery_nominal_voltage_V,battery_max_power_W,supercap_mass_kg,supercap_energy_Wh,supercap_max_power_W,motor_type,motor_efficiency,esc_efficiency,esc_current_rating_A,structural_material,structural_material_class,structural_extra_failure_risk,rotor_blade_material,landing_gear_material,frame_stiffness_longitudinal,tendon_cable_fraction,gust_rejection_gain,landing_gear_mass_kg,max_touchdown_velocity_mps,cruise_speed_mps,climb_rate_mps,mode_count,mtow_kg,payload_to_aircraft_ratio,rule_empty_mass_ok,rule_payload_ok,design_qualifying,design_qualifying_score,design_summary,propulsion_architecture,primary_propulsor_type,secondary_propulsor_type,secondary_propulsor_fraction,propulsion_hover_power_factor,propulsion_cruise_power_factor,propulsion_arch_extra_failure_risk,wing_foldable,wing_deploy_time_s,wing_deploy_failure_risk,image_prompt,design_success_rate,design_qualifying_rate,design_rule_penalty_rate,design_rank_score,design_stars
DLIFT_186142ea7d,harpy_eagle,"LIFT_BURST_POWER,LIFT_HIGH_CONTINUOUS,PAYLOAD_CENTRAL_TALON",1,3,21.36938124699791,62.24459269017381,6,2.1310596998296174,2.3533989748458226,18.16705265098237,0.0,li_ion,"Conventional high-TRL lithium-ion pack for VTOL drones, good power and proven reliability.",medium_high,high,high,0.01,6.797296377167434,197.49103798428825,1342.4051170136388,60.38558074344209,7032.62377846503,0.5965129520599455,23.860518082397817,954.4207232959127,electric_brushless_outunner,0.8101439266950624,0.9743572358052935,27.80539132671447,titanium_alloy,heavy_robust,0.005,carbon_composite,titanium,0.8193588755201064,0.0,1.71414568501674,0.6272947906478562,2.111638503665616,18.962787899764535,3.3610020660719675,3,83.61397393717172,2.912793401489726,True,True,True,2.912793401489726,"Bio-inspired by harpy_eagle, this design is a heavy-lift VTOL rotorcraft concept. It uses 6 rotors, has an empty mass of 21.4 kg, and carries a payload of 62.2 kg (2.91:1 payload-to-aircraft mass ratio). The energy system is li-ion with a 6.8 kg battery (~1342 Wh usable) at about 60 V. Estimated battery peak power is ~7.0 kW. It also includes ~0.6 kg of supercapacitors (~24 Wh) that can provide high peak power (up to ~1.0 kW). The primary propulsion architecture is pure rotor electric, using electric brushless outunner motors with a nominal electronic speed controller rating of ~28 A. The main frame uses titanium alloy (heavy_robust), with carbon composite rotor blades and titanium landing gear. Key bio-inspired features include short burst thrust for takeoff and climb via high-power propulsion or supercapacitors; strong continuous lifting capacity for heavy payloads; a central payload cradle aligned with the center of gravity. In the synthetic mission model, it cruises at about 19.0 m/s and climbs at about 3.4 m/s to around 350 ft. This design satisfies the basic mass and payload constraints and is treated as a qualifying candidate with a nominal score of 2.91. ",pure_rotor_electric,multirotor,none,0.0,1.0,1.0,0.0,False,0.0,0.0,"Futuristic heavy-lift VTOL rotorcraft drone bio-inspired by harpy_eagle, with 6 evenly spaced rotors and a compact central fuselage. Sleek titanium alloy airframe, carbon composite rotor blades, and rugged titanium landing gear. Subtle external cues of a li-ion energy system and integrated high-power modules, designed to carry a heavy payload under the belly. Aircraft shown in mid-flight at medium altitude, slightly angled to show top and side. high-resolution 3D-rendered digital image, realistic lighting, clear details, no motion blur, clean white or lightly blurred test-range background, no people, no logos, no text or numbers.",0.9,0.9,0.1,0.9000000000000001,5
DLIFT_5a933e31c6,"albatross,bat,dragonfly","LIFT_ENERGY_DENSE,MISSION_GLIDE_SEGMENTS,STAB_DISTRIBUTED_THRUST,STAB_GUST_REJECTION,WING_FOLDABLE,WING_HIGH_ASPECT,WING_MORPHING_MEMBRANE",3,7,17.81823845956499,62.64757936687846,22,2.0905158693729198,1.0,0.0,0.0,gas_or_hybrid,"Conventional high-TRL lithium-ion pack for VTOL drones, good power and proven reliability.",medium_high,high,high,0.01,5.856431168732953,3468.2344174303307,20311.476142711363,87.3380321214118,69033.32292353107,0.0,0.0,0.0,electric_brushless_outunner,0.8719870123131657,0.9491500173610065,61.242209026193315,aluminum_lithium,medium_stiff,0.02,glass_composite,titanium,0.4690751279124986,0.0,1.2,1.8909584607432879,1.3484279202501084,17.352561270002447,5.893507208727836,3,80.46581782644346,3.515924400105257,True,True,True,3.515924400105257,"Bio-inspired by albatross, bat, dragonfly, this design is a heavy-lift VTOL rotorcraft concept. It uses 22 rotors, has an empty mass of 17.8 kg, and carries a payload of 62.6 kg (3.52:1 payload-to-aircraft mass ratio). The energy system is gas-or-hybrid with a 5.9 kg battery (~20311 Wh usable) at about 87 V. Estimated battery peak power is ~69.0 kW. The primary propulsion architecture is series hybrid gas electric, using electric brushless outunner motors with a nominal electronic speed controller rating of ~61 A. The main frame uses aluminum lithium (medium_stiff), with glass composite rotor blades and titanium landing gear. Key bio-inspired features include an emphasis on energy-dense storage for long-range flight; mission planning that includes partial-power or glide segments to save energy; many smaller rotors for fine-grained control and redundancy; enhanced gust rejection and stability control for windy conditions; foldable wings that deploy after vertical takeoff for cruise efficiency; long, high-aspect-ratio lifting surfaces for efficient cruise. It uses foldable wings that deploy after takeoff. The wing deployment time is ~6.3 s with a synthetic deployment failure risk of ~12.0%. In the synthetic mission model, it cruises at about 17.4 m/s and climbs at about 5.9 m/s to around 350 ft. This design satisfies the basic mass and payload constraints and is treated as a qualifying candidate with a nominal score of 3.52. ",series_hybrid_gas_electric,series_hybrid,none,0.0,0.95,0.8,0.05,True,6.272289163125181,0.12,"Futuristic heavy-lift VTOL rotorcraft drone bio-inspired by albatross, bat, dragonfly, with 22 evenly spaced rotors and a compact central fuselage. Sleek aluminum lithium airframe, glass composite rotor blades, and rugged titanium landing gear. Subtle external cues of a gas-or-hybrid energy system and integrated high-power modules, designed to carry a heavy payload under the belly. Aircraft shown in mid-flight at medium altitude, slightly angled to show top and side. high-resolution 3D-rendered digital image, realistic lighting, clear details, no motion blur, clean white or lightly blurred test-range background, no people, no logos, no text or numbers.",0.6,0.6,0.4,0.6,3
DLIFT_a5f2240e4b,"cheetah,harpy_eagle","LIFT_BURST_POWER,LIFT_HIGH_CONTINUOUS,MISSION_MULTI_GAIT,PAYLOAD_CENTRAL_TALON,STAB_COMPLIANT_SPINE,STRUCT_TENDON_CABLES",2,6,15.507157693457255,89.2412329652351,5,2.2003767194204586,1.2386142516631047,5.455626621878627,0.0,li_ion,"Conventional high-TRL lithium-ion pack for VTOL drones, good power and proven reliability.",medium_high,high,high,0.01,6.946556608981133,222.2878995494802,1544.135477711976,81.42998317093677,18382.51646546134,0.018710968661861394,0.7484387464744557,29.93754985897823,electric_ducted_fan,0.806066338622433,0.9799354091255252,76.82471780275698,aluminum_lithium,medium_stiff,0.02,carbon_composite,titanium,0.5847899045494954,0.4180897447735137,1.7085054852871044,2.6892329615492327,1.296944860222875,18.365751684748407,4.059830691290189,4,104.74839065869236,5.754841391913333,True,True,True,5.754841391913333,"Bio-inspired by cheetah, harpy_eagle, this design is a heavy-lift VTOL rotorcraft concept. It uses 5 rotors, has an empty mass of 15.5 kg, and carries a payload of 89.2 kg (5.75:1 payload-to-aircraft mass ratio). The energy system is li-ion with a 6.9 kg battery (~1544 Wh usable) at about 81 V. Estimated battery peak power is ~18.4 kW. It also includes ~0.0 kg of supercapacitors (~1 Wh) that can provide high peak power (up to ~0.0 kW). The primary propulsion architecture is ducted fans hybrid, using electric ducted fan motors with a nominal electronic speed controller rating of ~77 A. The main frame uses aluminum lithium (medium_stiff), with carbon composite rotor blades and titanium landing gear. Key bio-inspired features include short burst thrust for takeoff and climb via high-power propulsion or supercapacitors; strong continuous lifting capacity for heavy payloads; multiple flight modes to optimize heavy-load and unloaded segments; a central payload cradle aligned with the center of gravity; a compliant spine-like frame that absorbs dynamic loads; a tendon or cable-based structural system to save mass in tension members. In the synthetic mission model, it cruises at about 18.4 m/s and climbs at about 4.1 m/s to around 350 ft. This design satisfies the basic mass and payload constraints and is treated as a qualifying candidate with a nominal score of 5.75. ",ducted_fans_hybrid,ducted_fan_array,none,0.0,0.95,1.05,0.015,False,0.0,0.0,"Futuristic heavy-lift VTOL rotorcraft drone bio-inspired by cheetah, harpy_eagle, with 5 evenly spaced rotors and a compact central fuselage. Sleek aluminum lithium airframe, carbon composite rotor blades, and rugged titanium landing gear. Subtle external cues of a li-ion energy system and integrated high-power modules, designed to carry a heavy payload under the belly. Aircraft shown in mid-flight at medium altitude, slightly angled to show top and side. high-resolution 3D-rendered digital image, realistic lighting, clear details, no motion blur, clean white or lightly blurred test-range background, no people, no logos, no text or numbers.",0.7,0.7,0.2,0.72,3
DLIFT_a50787b802,"cheetah,golden_eagle,bee,tiger","LIFT_BURST_POWER,LIFT_HIGH_CONTINUOUS,LIFT_UNSTEADY_AERO,MISSION_MULTI_GAIT,PAYLOAD_CENTRAL_TALON,STAB_COMPLIANT_SPINE,STAB_DISTRIBUTED_THRUST,STRUCT_ROBUST_GEAR,STRUCT_TENDON_CABLES",4,9,13.667235670434334,85.0190357695547,20,1.3332865663917621,2.247533353351516,14.78908900869461,0.146607599752907,li_ion,"Conventional high-TRL lithium-ion pack for VTOL drones, good power and proven reliability.",medium_high,high,high,0.01,8.95373257520466,251.33088531461487,2250.3495349964937,52.32019668915481,15690.484352509397,1.9303251619480117,77.21300647792047,3088.520259116819,electric_brushless_outunner,0.7865838841431607,0.9670623056378657,27.58544769311356,titanium_alloy,heavy_robust,0.005,aluminum,steel,0.7,0.2213366984404712,0.8242421760105326,5.752296045079641,2.480582649757354,15.419730399616554,3.9392089317189942,4,98.68627143998904,6.220646063305416,True,True,True,6.220646063305416,"Bio-inspired by cheetah, golden_eagle, bee, tiger, this design is a heavy-lift VTOL rotorcraft concept. It uses 20 rotors, has an empty mass of 13.7 kg, and carries a payload of 85.0 kg (6.22:1 payload-to-aircraft mass ratio). The energy system is li-ion with a 9.0 kg battery (~2250 Wh usable) at about 52 V. Estimated battery peak power is ~15.7 kW. It also includes ~1.9 kg of supercapacitors (~77 Wh) that can provide high peak power (up to ~3.1 kW). The primary propulsion architecture is pure rotor electric, using electric brushless outunner motors with a nominal electronic speed controller rating of ~28 A. The main frame uses titanium alloy (heavy_robust), with aluminum rotor blades and steel landing gear. Key bio-inspired features include short burst thrust for takeoff and climb via high-power propulsion or supercapacitors; strong continuous lifting capacity for heavy payloads; unsteady aerodynamics for better hover and low-speed lift; multiple flight modes to optimize heavy-load and unloaded segments; a central payload cradle aligned with the center of gravity; a compliant spine-like frame that absorbs dynamic loads. In the synthetic mission model, it cruises at about 15.4 m/s and climbs at about 3.9 m/s to around 350 ft. This design satisfies the basic mass and payload constraints and is treated as a qualifying candidate with a nominal score of 6.22. ",pure_rotor_electric,multirotor,none,0.0,1.0,1.0,0.0,False,0.0,0.0,"Futuristic heavy-lift VTOL rotorcraft drone bio-inspired by cheetah, golden_eagle, bee, tiger, with 20 evenly spaced rotors and a compact central fuselage. Sleek titanium alloy airframe, aluminum rotor blades, and rugged steel landing gear. Subtle external cues of a li-ion energy system and integrated high-power modules, designed to carry a heavy payload under the belly. Aircraft shown in mid-flight at medium altitude, slightly angled to show top and side. high-resolution 3D-rendered digital image, realistic lighting, clear details, no motion blur, clean white or lightly blurred test-range background, no people, no logos, no text or numbers.",0.9,0.9,0.1,0.9000000000000001,5
DLIFT_6740d59ccf,"cheetah,harpy_eagle","LIFT_BURST_POWER,LIFT_HIGH_CONTINUOUS,MISSION_MULTI_GAIT,PAYLOAD_CENTRAL_TALON,STAB_COMPLIANT_SPINE,STRUCT_TENDON_CABLES",2,6,24.375981506485473,53.25847104898234,7,1.279091359886196,2.593022826072934,18.46452177127403,0.0,li_ion,"Conventional high-TRL lithium-ion pack for VTOL drones, good power and proven reliability.",medium_high,high,high,0.01,3.104615047219692,195.5667187177602,607.1593776665394,74.30526689158732,8247.839268078887,0.4510929513302294,18.043718053209176,721.748722128367,electric_multirotor_plus_pusher,0.8200714279810606,0.9719564140569551,12.33500835455856,steel_truss,heavy_robust,0.01,carbon_composite,composite,0.7,0.5992985473106253,0.5398129127778755,0.7397306350741114,2.1437315628873668,18.580100036492613,4.152029718504527,4,77.63445255546782,2.1848749366179323,True,True,True,2.1848749366179323,"Bio-inspired by cheetah, harpy_eagle, this design is a heavy-lift VTOL rotorcraft concept. It uses 7 rotors, has an empty mass of 24.4 kg, and carries a payload of 53.3 kg (2.18:1 payload-to-aircraft mass ratio). The energy system is li-ion with a 3.1 kg battery (~607 Wh usable) at about 74 V. Estimated battery peak power is ~8.2 kW. It also includes ~0.5 kg of supercapacitors (~18 Wh) that can provide high peak power (up to ~0.7 kW). The primary propulsion architecture is rotor plus pusher, using electric multirotor plus pusher motors with a nominal electronic speed controller rating of ~12 A. The main frame uses steel truss (heavy_robust), with carbon composite rotor blades and composite landing gear. Key bio-inspired features include short burst thrust for takeoff and climb via high-power propulsion or supercapacitors; strong continuous lifting capacity for heavy payloads; multiple flight modes to optimize heavy-load and unloaded segments; a central payload cradle aligned with the center of gravity; a compliant spine-like frame that absorbs dynamic loads; a tendon or cable-based structural system to save mass in tension members. In the synthetic mission model, it cruises at about 18.6 m/s and climbs at about 4.2 m/s to around 350 ft. This design satisfies the basic mass and payload constraints and is treated as a qualifying candidate with a nominal score of 2.18. ",rotor_plus_pusher,multirotor,pusher_propeller,0.5639827746900428,1.05,0.9,0.01,False,0.0,0.0,"Futuristic heavy-lift VTOL rotorcraft drone bio-inspired by cheetah, harpy_eagle, with 7 evenly spaced rotors and a compact central fuselage. Sleek steel truss airframe, carbon composite rotor blades, and rugged composite landing gear. Subtle external cues of a li-ion energy system and integrated high-power modules, designed to carry a heavy payload under the belly. Aircraft shown in mid-flight at medium altitude, slightly angled to show top and side. high-resolution 3D-rendered digital image, realistic lighting, clear details, no motion blur, clean white or lightly blurred test-range background, no people, no logos, no text or numbers.",0.5,0.5,0.4,0.52,3
DLIFT_c674241407,albatross,"LIFT_ENERGY_DENSE,MISSION_GLIDE_SEGMENTS,WING_HIGH_ASPECT",1,3,19.304380900429813,76.67028592676158,6,1.7545392330288552,1.0,0.0,0.0,li_ion,"Conventional high-TRL lithium-ion pack for VTOL drones, good power and proven reliability.",medium_high,high,high,0.01,8.252413636441778,241.55425675683432,1993.405642400658,92.79216554294942,27016.445725131936,0.0,0.0,0.0,electric_multirotor_plus_pusher,0.8458169458317099,0.9502518317983495,55.07413079493672,aluminum_lithium,medium_stiff,0.02,glass_composite,composite,0.4596503345606885,0.0,1.7108784049856958,3.1825411337300102,1.0668954316376815,15.425219661505176,4.839906478185892,5,95.97466682719138,3.971652150992033,True,True,True,3.971652150992033,"Bio-inspired by albatross, this design is a heavy-lift VTOL rotorcraft concept. It uses 6 rotors, has an empty mass of 19.3 kg, and carries a payload of 76.7 kg (3.97:1 payload-to-aircraft mass ratio). The energy system is li-ion with a 8.3 kg battery (~1993 Wh usable) at about 93 V. Estimated battery peak power is ~27.0 kW. The primary propulsion architecture is rotor plus pusher, using electric multirotor plus pusher motors with a nominal electronic speed controller rating of ~55 A. The main frame uses aluminum lithium (medium_stiff), with glass composite rotor blades and composite landing gear. Key bio-inspired features include an emphasis on energy-dense storage for long-range flight; mission planning that includes partial-power or glide segments to save energy; long, high-aspect-ratio lifting surfaces for efficient cruise. In the synthetic mission model, it cruises at about 15.4 m/s and climbs at about 4.8 m/s to around 350 ft. This design satisfies the basic mass and payload constraints and is treated as a qualifying candidate with a nominal score of 3.97. ",rotor_plus_pusher,multirotor,pusher_propeller,0.32945240246773677,1.05,0.9,0.01,False,0.0,0.0,"Futuristic heavy-lift VTOL rotorcraft drone bio-inspired by albatross, with 6 evenly spaced rotors and a compact central fuselage. Sleek aluminum lithium airframe, glass composite rotor blades, and rugged composite landing gear. Subtle external cues of a li-ion energy system and integrated high-power modules, designed to carry a heavy payload under the belly. Aircraft shown in mid-flight at medium altitude, slightly angled to show top and side. high-resolution 3D-rendered digital image, realistic lighting, clear details, no motion blur, clean white or lightly blurred test-range background, no people, no logos, no text or numbers.",0.7,0.7,0.2,0.72,3
DLIFT_cba9ee6ce8,"albatross,dragonfly,osprey,bat","LIFT_ENERGY_DENSE,MISSION_GLIDE_SEGMENTS,PAYLOAD_DAMPED,PAYLOAD_SLING_LOAD,STAB_DISTRIBUTED_THRUST,STAB_GUST_REJECTION,WING_FOLDABLE,WING_HIGH_ASPECT,WING_MORPHING_MEMBRANE",4,9,21.876490768850008,74.92587946580679,12,1.2537734132777207,1.0,0.0,0.0,fuel_cell_li_ion_hybrid,"Hybrid hydrogen fuel-cell plus lithium-ion buffer pack, high effective energy but complex and less mature.",extreme,medium_low,medium_low,0.06,3.6489175243638785,608.1641925175023,2219.140979767722,40.815988722161435,18041.168623778532,0.7819781311669977,31.279125246679907,1251.1650098671962,electric_multirotor_plus_pusher,0.8803185570455924,0.9706550109929704,31.062192885138156,steel_truss,heavy_robust,0.01,carbon_composite,steel,0.9087941707383741,0.0,1.2,1.4691350745559877,2.304779939963785,7.761671929788278,3.9977835497104697,4,96.80237023465679,3.4249496529166343,True,True,True,3.4249496529166343,"Bio-inspired by albatross, dragonfly, osprey, bat, this design is a heavy-lift VTOL rotorcraft concept. It uses 12 rotors, has an empty mass of 21.9 kg, and carries a payload of 74.9 kg (3.42:1 payload-to-aircraft mass ratio). The energy system is fuel-cell-li-ion-hybrid with a 3.6 kg battery (~2219 Wh usable) at about 41 V. Estimated battery peak power is ~18.0 kW. It also includes ~0.8 kg of supercapacitors (~31 Wh) that can provide high peak power (up to ~1.3 kW). The primary propulsion architecture is rotor plus pusher, using electric multirotor plus pusher motors with a nominal electronic speed controller rating of ~31 A. The main frame uses steel truss (heavy_robust), with carbon composite rotor blades and steel landing gear. Key bio-inspired features include an emphasis on energy-dense storage for long-range flight; mission planning that includes partial-power or glide segments to save energy; damped payload mounting to reduce oscillations during flight; a sling-load style payload mount hanging beneath the airframe; many smaller rotors for fine-grained control and redundancy; enhanced gust rejection and stability control for windy conditions. It uses foldable wings that deploy after takeoff. The wing deployment time is ~7.6 s with a synthetic deployment failure risk of ~12.0%. In the synthetic mission model, it cruises at about 7.8 m/s and climbs at about 4.0 m/s to around 350 ft. This design satisfies the basic mass and payload constraints and is treated as a qualifying candidate with a nominal score of 3.42. ",rotor_plus_pusher,multirotor,pusher_propeller,0.5322152300031293,1.05,0.9,0.01,True,7.592819229442705,0.12,"Futuristic heavy-lift VTOL rotorcraft drone bio-inspired by albatross, dragonfly, osprey, bat, with 12 evenly spaced rotors and a compact central fuselage. Sleek steel truss airframe, carbon composite rotor blades, and rugged steel landing gear. Subtle external cues of a fuel-cell-li-ion-hybrid energy system and integrated high-power modules, designed to carry a heavy payload under the belly. Aircraft shown in mid-flight at medium altitude, slightly angled to show top and side. high-resolution 3D-rendered digital image, realistic lighting, clear details, no motion blur, clean white or lightly blurred test-range background, no people, no logos, no text or numbers.",0.2,0.2,0.8,0.2,2
DLIFT_77635a1340,"harpy_eagle,albatross,golden_eagle","LIFT_BURST_POWER,LIFT_ENERGY_DENSE,LIFT_HIGH_CONTINUOUS,MISSION_GLIDE_SEGMENTS,PAYLOAD_CENTRAL_TALON,WING_HIGH_ASPECT",3,6,23.52016211354207,57.995071078832616,9,1.194765391438212,1.0892817869268347,3.2001395145724256,0.0,li_ion,"Conventional high-TRL lithium-ion pack for VTOL drones, good power and proven reliability.",medium_high,high,high,0.01,7.85218352143655,225.19497596531983,1768.2722793851842,73.91026049521591,16288.076704284229,2.617603149209475,104.704125968379,4188.16503873516,electric_brushless_outunner,0.8915657495887899,0.9760105601865973,43.97971645596937,magnesium_alloy,very_light_fragile,0.04,carbon_composite,composite,0.8540967739246886,0.0,1.3760979876523567,2.338525463198858,1.0928409811142903,16.07809725247857,5.6455579678506,2,81.5152331923747,2.4657598361297484,True,True,True,2.4657598361297484,"Bio-inspired by harpy_eagle, albatross, golden_eagle, this design is a heavy-lift VTOL rotorcraft concept. It uses 9 rotors, has an empty mass of 23.5 kg, and carries a payload of 58.0 kg (2.47:1 payload-to-aircraft mass ratio). The energy system is li-ion with a 7.9 kg battery (~1768 Wh usable) at about 74 V. Estimated battery peak power is ~16.3 kW. It also includes ~2.6 kg of supercapacitors (~105 Wh) that can provide high peak power (up to ~4.2 kW). The primary propulsion architecture is pure rotor electric, using electric brushless outunner motors with a nominal electronic speed controller rating of ~44 A. The main frame uses magnesium alloy (very_light_fragile), with carbon composite rotor blades and composite landing gear. Key bio-inspired features include short burst thrust for takeoff and climb via high-power propulsion or supercapacitors; an emphasis on energy-dense storage for long-range flight; strong continuous lifting capacity for heavy payloads; mission planning that includes partial-power or glide segments to save energy; a central payload cradle aligned with the center of gravity; long, high-aspect-ratio lifting surfaces for efficient cruise. In the synthetic mission model, it cruises at about 16.1 m/s and climbs at about 5.6 m/s to around 350 ft. This design satisfies the basic mass and payload constraints and is treated as a qualifying candidate with a nominal score of 2.47. ",pure_rotor_electric,multirotor,none,0.0,1.0,1.0,0.0,False,0.0,0.0,"Futuristic heavy-lift VTOL rotorcraft drone bio-inspired by harpy_eagle, albatross, golden_eagle, with 9 evenly spaced rotors and a compact central fuselage. Sleek magnesium alloy airframe, carbon composite rotor blades, and rugged composite landing gear. Subtle external cues of a li-ion energy system and integrated high-power modules, designed to carry a heavy payload under the belly. Aircraft shown in mid-flight at medium altitude, slightly angled to show top and side. high-resolution 3D-rendered digital image, realistic lighting, clear details, no motion blur, clean white or lightly blurred test-range background, no people, no logos, no text or numbers.",0.8,0.8,0.2,0.8,4
DLIFT_b122f82f91,"golden_eagle,tiger,harpy_eagle,cheetah","LIFT_BURST_POWER,LIFT_HIGH_CONTINUOUS,MISSION_MULTI_GAIT,PAYLOAD_CENTRAL_TALON,STAB_COMPLIANT_SPINE,STRUCT_ROBUST_GEAR,STRUCT_TENDON_CABLES",4,7,17.72814439450636,71.92508978290547,8,2.2245693229092565,1.5243565800905097,11.290712122730413,0.0,li_s,Experimental lithium-sulfur chemistry with very high energy density but lower maturity and stability.,very_high,medium,low,0.05,8.044251993299923,301.50476920462324,2425.380340663724,36.33213041960197,19227.01544058612,0.2052286649164805,8.20914659665922,328.36586386636884,electric_brushless_outunner,0.9119503627256016,0.9513342424137291,110.7295310201178,steel_truss,heavy_robust,0.01,aluminum,steel,0.335139120756097,0.6807329626027503,1.6625552845589744,6.074473501533928,1.717391729036712,22.56212082558673,5.148354637872142,4,89.65323417741183,4.057113264781045,True,True,True,4.057113264781045,"Bio-inspired by golden_eagle, tiger, harpy_eagle, cheetah, this design is a heavy-lift VTOL rotorcraft concept. It uses 8 rotors, has an empty mass of 17.7 kg, and carries a payload of 71.9 kg (4.06:1 payload-to-aircraft mass ratio). The energy system is li-s with a 8.0 kg battery (~2425 Wh usable) at about 36 V. Estimated battery peak power is ~19.2 kW. It also includes ~0.2 kg of supercapacitors (~8 Wh) that can provide high peak power (up to ~0.3 kW). The primary propulsion architecture is pure rotor electric, using electric brushless outunner motors with a nominal electronic speed controller rating of ~111 A. The main frame uses steel truss (heavy_robust), with aluminum rotor blades and steel landing gear. Key bio-inspired features include short burst thrust for takeoff and climb via high-power propulsion or supercapacitors; strong continuous lifting capacity for heavy payloads; multiple flight modes to optimize heavy-load and unloaded segments; a central payload cradle aligned with the center of gravity; a compliant spine-like frame that absorbs dynamic loads; reinforced landing gear designed to tolerate higher touchdown loads. In the synthetic mission model, it cruises at about 22.6 m/s and climbs at about 5.1 m/s to around 350 ft. This design satisfies the basic mass and payload constraints and is treated as a qualifying candidate with a nominal score of 4.06. ",pure_rotor_electric,multirotor,none,0.0,1.0,1.0,0.0,False,0.0,0.0,"Futuristic heavy-lift VTOL rotorcraft drone bio-inspired by golden_eagle, tiger, harpy_eagle, cheetah, with 8 evenly spaced rotors and a compact central fuselage. Sleek steel truss airframe, aluminum rotor blades, and rugged steel landing gear. Subtle external cues of a li-s energy system and integrated high-power modules, designed to carry a heavy payload under the belly. Aircraft shown in mid-flight at medium altitude, slightly angled to show top and side. high-resolution 3D-rendered digital image, realistic lighting, clear details, no motion blur, clean white or lightly blurred test-range background, no people, no logos, no text or numbers.",0.7,0.7,0.1,0.74,3
DLIFT_65297c8f28,"bee,harpy_eagle","LIFT_BURST_POWER,LIFT_HIGH_CONTINUOUS,LIFT_UNSTEADY_AERO,PAYLOAD_CENTRAL_TALON,STAB_DISTRIBUTED_THRUST",2,5,12.585467834051446,66.92804809600298,22,1.298722225770683,1.1891970923397168,5.552273708070998,0.2298928302249295,gas_or_hybrid,"Conventional high-TRL lithium-ion pack for VTOL drones, good power and proven reliability.",medium_high,high,high,0.01,5.065546695824171,3345.349691689635,16946.025077114842,80.79407659947523,49217.87354848723,1.0260075355229854,41.04030142091942,1641.612056836777,electric_brushless_outunner,0.8026514573195536,0.9404949056135365,48.87646895291673,carbon_composite,light_stiff,0.01,carbon_composite,steel,1.0991750409021934,0.0,1.845484005392536,0.841067090265384,0.5578158889702314,9.747985667016897,2.3247712583454665,3,79.51351593005442,5.317883210898316,True,True,True,5.317883210898316,"Bio-inspired by bee, harpy_eagle, this design is a heavy-lift VTOL rotorcraft concept. It uses 22 rotors, has an empty mass of 12.6 kg, and carries a payload of 66.9 kg (5.32:1 payload-to-aircraft mass ratio). The energy system is gas-or-hybrid with a 5.1 kg battery (~16946 Wh usable) at about 81 V. Estimated battery peak power is ~49.2 kW. It also includes ~1.0 kg of supercapacitors (~41 Wh) that can provide high peak power (up to ~1.6 kW). The primary propulsion architecture is pure gas multirotor, using electric brushless outunner motors with a nominal electronic speed controller rating of ~49 A. The main frame uses carbon composite (light_stiff), with carbon composite rotor blades and steel landing gear. Key bio-inspired features include short burst thrust for takeoff and climb via high-power propulsion or supercapacitors; strong continuous lifting capacity for heavy payloads; unsteady aerodynamics for better hover and low-speed lift; a central payload cradle aligned with the center of gravity; many smaller rotors for fine-grained control and redundancy. In the synthetic mission model, it cruises at about 9.7 m/s and climbs at about 2.3 m/s to around 350 ft. This design satisfies the basic mass and payload constraints and is treated as a qualifying candidate with a nominal score of 5.32. ",pure_gas_multirotor,gas_multirotor,none,0.0,1.05,0.9,0.04,False,0.0,0.0,"Futuristic heavy-lift VTOL rotorcraft drone bio-inspired by bee, harpy_eagle, with 22 evenly spaced rotors and a compact central fuselage. Sleek carbon composite airframe, carbon composite rotor blades, and rugged steel landing gear. Subtle external cues of a gas-or-hybrid energy system and integrated high-power modules, designed to carry a heavy payload under the belly. Aircraft shown in mid-flight at medium altitude, slightly angled to show top and side. high-resolution 3D-rendered digital image, realistic lighting, clear details, no motion blur, clean white or lightly blurred test-range background, no people, no logos, no text or numbers.",0.7,0.7,0.2,0.72,3
